es,sant pere de ribes,1
es,torrijos,1
es,verin,1
es,villaviciosa,1
et,debre birhan,1
et,gewane,1
et,harer,1
et,nedjo,1
et,sebeta,1
et,sendafa,1
fi,hamina,1
fi,huittinen,1
fi,kajaani,1
fi,kemijarvi,1
fi,lappeenranta,1
fi,mikkeli,1
fi,naantali,1
fi,porvoo,2
fi,siilinjarvi,1
fi,turku,1
fi,valkeala,1
fr,agen,1
fr,ales,1
fr,amboise,1
fr,amilly,1
fr,apt,2
fr,aubenas,1
fr,bastia,1
fr,bernay,1
fr,besancon,1
fr,biscarrosse,1
fr,blagnac,1
fr,blois,1
fr,castelnaudary,1
fr,chateaudun,1
fr,chateauroux,1
fr,chatellerault,1
fr,cognac,1
fr,comines,1
fr,epinal,1
fr,gerzat,1
fr,grasse,2
fr,joue-les-tours,1
fr,la rochelle,1
fr,langres,1
fr,lannion,1
fr,le mans,1
fr,limoux,1
fr,louviers,1
fr,macon,1
fr,marmande,2
fr,millau,1
fr,mont-de-marsan,1
fr,montauban,1
fr,morlaix,2
fr,narbonne,1
fr,oloron-sainte-marie,1
fr,pau,1
fr,poitiers,2
fr,pontivy,1
fr,rodez,1
fr,romans-sur-isere,1
fr,romilly-sur-seine,1
fr,rumilly,1
fr,saint-gaudens,1
fr,sainte-savine,1
fr,salon-de-provence,1
fr,sedan,1
fr,sens,1
fr,soyaux,1
fr,tonneins,1
fr,toulouse,1
fr,troyes,1
fr,tulle,1
fr,valreas,2
fr,vannes,1
fr,vendome,1
fr,vertou,1
fr,vierzon,1
fr,villefranche-sur-saone,1
fr,vire,1
fr,vitre,1
fr,wittenheim,1
gb,andover,1
gb,antrim,1
gb,bicester,1
gb,bishopbriggs,1
gb,caernarfon,2
gb,cambridge,1
gb,coupar angus,1
gb,freuchie,1
gb,hinckley,1
gb,ivybridge,1
gb,lurgan,1
gb,middlesbrough,1
gb,northallerton,1
gb,perth,1
gb,peterborough,1
gb,scarborough,1
gb,skelmersdale,1
gb,swindon,1
gb,telford,1
gb,witney,1
gh,bawku,1
gl,illoqqortoormiut,1
gl,narsaq,2
gl,upernavik,1
gr,serrai,1
gt,villa canales,1
gy,lethem,1
hn,gracias,1
hr,karlovac,1
hr,krapina,1
hr,varazdin,1
hu,kaba,1
hu,komadi,1
hu,labod,1
hu,mariapocs,1
hu,nyirabrany,1
hu,sopron,1
hu,urkut,1
hu,vasarosnameny,1
id,bandung,1
id,banjar,1
id,cepu,1
id,denpasar,1
id,garut,1
id,jakarta,1
id,jepara,1
id,kediri,1
id,leuwiliang,1
id,madiun,1
id,magetan,1
id,majalengka,1
id,ngawi,2
id,pandegelang,1
id,purworejo,1
id,rembang,1
id,singaraja,1
id,surakarta,1
ie,bagenalstown,1
ie,ballybofey,1
ie,shannon,1
ie,tipperary,2
il,elat,2
in,akaltara,1
in,aklera,1
in,amarwara,1
in,amla,1
in,atarra,1
in,atraulia,1
in,bagaha,2
in,balrampur,1
in,bansdih,1
in,bargarh,1
in,bargur,1
in,baripada,1
in,basti,4
in,bayana,1
in,bettiah,1
in,bhadohi,1
in,bhikangaon,1
in,bhinmal,1
in,chail,1
in,charthawal,1
in,chhabra,1
in,chikhli,1
in,dergaon,1
in,dewas,1
in,dharampur,1
in,dhule,1
in,dum duma,1
in,dumra,1
in,fatehabad,2
in,fatehpur,1
in,ghanaur,1
in,gidam,1
in,goalpara,1
in,haveri,1
in,honnali,1
in,islamnagar,1
in,jagalur,1
in,jagdalpur,1
in,jamkhed,1
in,jhusi,1
in,jodhpur,1
in,jodiya,1
in,kangra,1
in,kasba,1
in,kelamangalam,1
in,khachrod,1
in,khairagarh,1
in,khatra,1
in,khetri,1
in,kodaikanal,1
in,kot putli,1
in,kota,1
in,laksar,1
in,loharu,1
in,madanapalle,1
in,maddur,1
in,mahasamund,1
in,mainpuri,1
in,makhu,1
in,mandawar,1
in,masuri,1
in,mau,2
in,mawana,1
in,methala,1
in,mihijam,1
in,moradabad,1
in,muzaffarpur,2
in,nagamangala,1
in,naini tal,1
in,najibabad,1
in,narwana,1
in,new delhi,1
in,nongpoh,1
in,nuzvid,1
in,padrauna,1
in,pakala,1
in,palampur,1
in,pali,1
in,paradwip,1
in,parvatipuram,1
in,patiala,1
in,patrasaer,1
in,pennathur,1
in,phalodi,1
in,pithora,1
in,pondicherry,1
in,purna,1
in,raipur,1
in,rajakhera,1
in,rajula,1
in,rampur hat,1
in,ratangarh,1
in,rawatsar,1
in,rewari,1
in,sabrum,1
in,sadat,2
in,sagauli,1
in,saharsa,1
in,salon,1
in,sambhal,1
in,sandi,1
in,sarka ghat,1
in,sasvad,1
in,sayalgudi,1
in,sayla,1
in,shahpura,1
in,shankargarh,1
in,sherghati,1
in,shupiyan,1
in,sidhi,1
in,sikandra rao,1
in,sillod,1
in,sojat,1
in,sonamukhi,1
in,sultanpur,1
in,telhara,1
in,tirodi,1
in,tirupati,1
in,tirur,1
in,udupi,1
in,vadlapudi,1
in,varanasi,1
in,varangaon,1
in,wai,1
iq,kirkuk,2
ir,kashan,1
ir,kerman,1
ir,varamin,1
it,agrigento,1
it,assisi,1
it,aulla,1
it,bologna,1
it,bondeno,1
it,borgo san dalmazzo,1
it,broni,1
it,casale monferrato,2
it,castel san pietro terme,1
it,castrovillari,1
it,cento,1
it,chiari,1
it,fidenza,1
it,gorizia,1
it,manerbio,1
it,marcon,1
it,messina,1
it,mondolfo,1
it,montagnana,1
it,nonantola,1
it,palagonia,1
it,palombara sabina,1
it,patti,1
it,porto san giorgio,1
it,san martino buon albergo,1
it,sinalunga,1
it,sinnai,1
it,solaro,1
it,terni,1
it,tortona,1
it,treia,1
it,treviglio,1
it,turin,1
it,vittorio veneto,1
jm,bull savanna,1
jp,aki,1
jp,bibai,1
jp,fukue,2
jp,hachioji,1
jp,hamamatsu,1
jp,hashima,1
jp,hatsukaichi,1
jp,hirado,1
jp,hofu,1
jp,honjo,2
jp,iiyama,1
jp,iruma,1
jp,iwakuni,1
jp,joetsu,1
jp,kamiichi,1
jp,kanzaki,1
jp,kasamatsu,1
jp,kesennuma,1
jp,kobe,1
jp,komatsu,1
jp,kurashiki,1
jp,kusatsu,1
jp,mino,1
jp,mitsukaido,1
jp,nagahama,1
jp,nagai,1
jp,naka,1
jp,namioka,1
jp,nogata,1
jp,ogori,1
jp,okaya,1
jp,okuchi,1
jp,omagari,2
jp,saga,2
jp,sakaide,1
jp,sakaiminato,1
jp,sasayama,2
jp,shinichi,1
jp,shirone,1
jp,tahara,1
jp,tendo,2
jp,tokyo,1
jp,tomisato,1
jp,tomiya,1
jp,tonami,1
jp,towada,1
jp,toyoake,1
jp,toyooka,1
jp,tsuruga,1
jp,umi,1
ke,mandera,1
ke,mariakani,1
ke,rumuruti,1
ke,thika,1
kh,kampong cham,1
kh,phnum penh,1
kr,seoul,1
kz,aksu,1
kz,alekseyevka,2
kz,atbasar,1
kz,beyneu,1
kz,kazalinsk,1
kz,krasnoarmeysk,1
kz,kurchum,1
kz,lisakovsk,1
kz,merke,1
kz,pavlodar,2
kz,urdzhar,1
kz,zachagansk,1
lb,beirut,1
lk,kadugannawa,1
lk,mullaitivu,1
ls,maseru,1
ls,thaba-tseka,1
lt,anyksciai,1
lt,kavarskas,1
lt,panevezys,1
lt,plunge,1
lu,steinheim,1
lv,auce,1
lv,ilukste,1
lv,priekule,1
ly,ajdabiya,1
ly,awbari,152
ly,awjilah,1
ly,bardiyah,2
ly,darnah,1
ly,gat,6
ly,hun,271
ly,jadu,4
ly,jalu,21
ly,marzuq,2
ly,mizdah,109
ly,nalut,31
ly,sabha,896
ly,waddan,12
ma,fez,1
ma,marrakesh,66
ma,mrirt,86
ma,tarudant,7
ma,tiznit,65
mg,ambanja,1
ml,araouane,1
ml,bafoulabe,1
ml,djenne,1
ml,nioro,1
ml,sokolo,1
ml,taoudenni,12
ml,tessalit,18
mm,henzada,1
mm,pakokku,1
mm,toungoo,1
mn,baruun-urt,1
mn,bulgan,1
mn,hovd,2
mn,mandalgovi,3
mr,atar,12
mr,maghama,3
mr,nouadhibou,1
mu,albion,1
mw,chitipa,1
mw,dowa,1
mw,liwonde,2
mw,mzimba,1
mw,nkhotakota,1
mx,acapulco,1
mx,acuna,2
mx,algodones,3
mx,altar,1
mx,ameca,1
mx,arteaga,1
mx,asuncion nochixtlan,1
mx,atoyac,1
mx,ayoquezco,1
mx,benjamin hill,1
mx,caborca,1
mx,canatlan,1
mx,charcas,1
mx,chihuahua,4
mx,chilac,1
mx,concepcion del oro,7
mx,constitucion,1
mx,creel,1
mx,cuencame,1
mx,cuicatlan,1
mx,cumpas,1
mx,dolores hidalgo,1
mx,durango,2
mx,guadalupe y calvo,1
mx,hidalgo,1
mx,ignacio zaragoza,1
mx,jacala,1
mx,jimenez,1
mx,la reforma,1
mx,loreto,1
mx,los zacatones,1
mx,madera,1
mx,mapimi,1
mx,matamoros,1
mx,mazamitla,1
mx,moctezuma,1
mx,muzquiz,1
mx,nacozari,1
mx,nativitas,2
mx,nombre de dios,2
mx,nuevo casas grandes,1
mx,ocampo,1
mx,ojinaga,2
mx,ojo caliente,1
mx,papasquiaro,2
mx,praxedis guerrero,1
mx,progreso,1
mx,puerto palomas,1
mx,rodeo,1
mx,sabinas hidalgo,1
mx,san buenaventura,1
mx,san jose el alto,1
mx,san jose temascatio,1
mx,santa catarina de tepehuanes,1
mx,santa clara,1
mx,santa engracia,1
mx,santa rosalia,1
mx,silao,1
mx,sinaloa,1
mx,sombrerete,1
mx,sonoita,1
mx,tayoltita,1
mx,teocaltiche,1
mx,tepechitlan,1
mx,tlacoyalco,1
mx,tlahualilo,2
mx,tlanalapan,1
mx,tomatlan,1
mx,valle de allende,12
mx,zacatecas,1
mx,zinapecuaro,1
na,grootfontein,1
na,karasburg,1
na,keetmanshoop,1
na,luderitz,1
na,maltahohe,2
na,mariental,3
na,okahandja,1
na,ondangwa,2
na,opuwo,1
na,oshikango,1
na,walvis bay,4
na,warmbad,1
nc,la foa,1
ne,agadez,2
ne,arlit,12
ne,bilma,16
ne,dosso,1
ne,illela,1
ne,madarounfa,1
ne,magaria,1
ne,maine-soroa,1
ne,tera,1
ne,tillabery,1
ne,zinder,1
ng,azare,1
ng,bauchi,2
ng,daura,1
ng,funtua,1
ng,gashua,1
ng,hadejia,1
ng,ikot ekpene,1
ng,jos,1
ng,kano,1
ng,lafia,1
ng,makurdi,1
ng,otukpo,1
ng,sokoto,1
ng,yola,1
nl,de bilt,1
nl,enschede,1
nl,goedereede,1
nl,uden,1
nl,vlagtwedde,1
no,as,1
no,hauknes,1
no,hoyanger,1
no,kautokeino,1
no,kragero,1
no,larkollen,1
no,nordfjordeid,1
no,ovre ardal,1
no,rypefjord,1
no,skreia,1
no,tvedestrand,1
no,vage,1
no,valer,1
no,viksoyri,1
nz,bluff,11918
nz,dobson,1
nz,hawera,1
nz,hunterville,1
nz,invercargill,1
nz,lower hutt,1
nz,oxford,1
nz,pareora,1
nz,tolaga bay,1
om,ibra,60
om,nizwa,1051
om,salalah,1877
pe,desaguadero,1
pe,puquio,1
pe,santiago,1
pf,mataura,253
pf,rikitea,4
pg,goroka,1
pg,kavieng,1
ph,bagupaye,1
ph,camanci,1
ph,kalanganan,1
ph,lapog,1
ph,san patricio,1
pk,bahawalpur,1
pk,chor,1
pk,darya khan mari,1
pk,doaba,1
pk,gambat,1
pk,garhi yasin,1
pk,harnoli,1
pk,jhang,1
pk,khipro,1
pk,khuzdar,1
pk,mailsi,1
pk,mankera,1
pk,mardan,1
pk,pishin,1
pk,sadiqabad,1
pl,bialystok,1
pl,bilgoraj,1
pl,czarnkow,1
pl,gizycko,1
pl,gorlice,1
pl,lowicz,1
pl,miedzyrzecz,1
pl,nowa deba,1
pl,ostrowiec swietokrzyski,1
pl,poznan,1
pl,pruszkow,1
pl,pultusk,1
pl,slupca,1
pl,stargard szczecinski,1
pl,swiecie,1
pl,zabkowice slaskie,1
pl,zielona gora,1
pt,aljustrel,1
pt,castro verde,1
pt,evora,1
pt,vila verde,1
pt,vila vicosa,1
qa,abu samrah,8
qa,umm bab,1
re,saint-philippe,2494
re,sainte-rose,1
ro,alba iulia,1
ro,berca,1
ro,danesti,1
ro,floresti,1
ro,mihaileni,1
ro,mociu,1
ro,nasturelu,1
ro,sopot,1
ro,ticvaniu mare,1
ro,tuzla,1
rs,boljevac,1
rs,cacak,2
rs,dimitrovgrad,1
rs,guca,1
rs,mali zvornik,1
ru,akkermanovka,1
ru,alekseyevka,1
ru,anadyr,2
ru,atyashevo,1
ru,bagdarin,1
ru,balakhta,1
ru,baltay,1
ru,batagay,1
ru,batagay-alyta,1
ru,bavleny,1
ru,bay-khaak,1
ru,belgorod,1
ru,belozerskoye,1
ru,berezovka,1
ru,bilibino,2
ru,birsk,1
ru,blagoveshchenka,2
ru,bodaybo,1
ru,bugulma,1
ru,buinsk,1
ru,burkhala,1
ru,cherskiy,1
ru,chkalovskoye,1
ru,chokurdakh,1
ru,dzhebariki-khaya,1
ru,evensk,1
ru,goryachiy klyuch,1
ru,gzhatsk,1
ru,iki-burul,1
ru,issa,1
ru,itatskiy,1
ru,iznoski,2
ru,kamyshla,1
ru,kamyshlov,1
ru,kapustin yar-1,2
ru,kargapolye,1
ru,karmaskaly,1
ru,kashin,1
ru,kasimov,1
ru,khabary,1
ru,khani,1
ru,kirishi,1
ru,kodinsk,1
ru,kolpashevo,1
ru,komsomolskiy,2
ru,krasnousolskiy,1
ru,krasnovishersk,1
ru,kremenki,1
ru,kulunda,1
ru,kunashak,1
ru,kuvandyk,1
ru,kuzedeyevo,1
ru,kvarkeno,1
ru,kyren,1
ru,kyshtovka,1
ru,letnyaya stavka,2
ru,malinovoye ozero,1
ru,mendeleyevo,1
ru,menzelinsk,1
ru,meshchovsk,2
ru,mezhdurechensk,1
ru,mikhaylovskoye,1
ru,mogochin,1
ru,mokrousovo,1
ru,mozhaysk,1
ru,muslyumovo,1
ru,nadterechnoye,1
ru,nagornyy,1
ru,nizhniy chir,1
ru,nizhniy tsasuchey,1
ru,novopokrovka,1
ru,novosheshminsk,1
ru,novosibirsk,1
ru,novosil,1
ru,okhansk,1
ru,okoneshnikovo,1
ru,oktyabrskiy,2
ru,onokhoy,1
ru,pallasovka,1
ru,pashkovskiy,1
ru,pervomayskiy,1
ru,safakulevo,1
ru,sapozhok,1
ru,sedelnikovo,1
ru,serafimovich,1
ru,sergeyevka,1
ru,severnoye,1
ru,seymchan,1
ru,shipunovo,1
ru,shirokiy,1
ru,solnechnyy,1
ru,soloneshnoye,1
ru,sortavala,1
ru,sovetsk,1
ru,sovetskaya,1
ru,staraya poltavka,1
ru,stavropol,1
ru,sterlitamak,1
ru,sukpak,1
ru,suntar,1
ru,susuman,1
ru,svetlyy yar,1
ru,tarbagatay,1
ru,toora-khem,1
ru,turki,1
ru,tygda,1
ru,tyumen,1
ru,ulety,1
ru,ulyanovsk,1
ru,ust-kulom,1
ru,ust-nera,1
ru,vargashi,1
ru,vengerovo,2
ru,veshenskaya,1
ru,vetluga,1
ru,vyazma,1
ru,zalesovo,1
ru,zavetnoye,1
ru,zhigansk,1
ru,zolotinka,1
sa,abha,1
sa,najran,1
sa,riyadh,4
sa,tabuk,1
sa,tarut,1
sa,umm lajj,1
sd,abu zabad,1
sd,kapoeta,1
sd,kassala,1
sd,malakal,1
sd,marawi,2
sd,maridi,1
sd,umm kaddadah,1
sd,umm ruwabah,1
sd,wagar,1
se,angelholm,1
se,arvika,1
se,landskrona,1
se,ludvika,1
se,nybro,1
se,nykoping,1
se,ostersund,1
se,skara,17
se,skelleftea,1
se,uppsala,2
se,vastervik,1
se,ystad,1
si,jesenice,1
si,zelezniki,1
sk,hlohovec,1
sk,kosice,1
sk,liptovsky mikulas,1
sk,namestovo,1
sk,sabinov,1
sk,snina,1
sk,zilina,1
so,barawe,1
so,bosaso,1
so,hobyo,1
so,wajid,1
sy,aleppo,1
sz,nhlangano,1
td,dourbali,1
td,massaguet,1
th,loei,1
th,lom sak,1
th,nakhon pathom,1
th,sansai,1
tm,akdepe,1
tm,annau,1
tm,boldumsaz,1
tm,buzmeyin,2
tm,gazojak,1
tm,seydi,1
tn,bin qirdan,1
tn,duz,3
tn,matir,1
tn,safaqis,1
tn,tabarqah,1
tn,talah,1
tn,tatawin,19
tr,akdagmadeni,1
tr,antalya,1
tr,bodrum,1
tr,bursa,1
tr,canakkale,1
tr,emirdag,1
tr,fethiye,1
tr,izmir,1
tr,karakose,1
tr,kestel,1
tr,menemen,1
tr,soke,1
tz,dongobesh,1
tz,igurusi,1
tz,kahama,1
tz,karatu,1
tz,laela,1
tz,malampaka,1
tz,maposeni,1
tz,nachingwea,1
tz,vwawa,1
ua,artemovsk,1
ua,bila tserkva,1
ua,bilopillya,1
ua,blagodatnoye,2
ua,boromlya,1
ua,boyarka,1
ua,chornobayivka,1
ua,gornyak,1
ua,horlivka,1
ua,horodyshche,1
ua,kaharlyk,1
ua,kivertsi,1
ua,krasne,1
ua,krasnotorka,1
ua,kuchurhan,1
ua,lazy,1
ua,lyubech,1
ua,nedryhayliv,1
ua,nizhyn,1
ua,novomykolayivka,1
ua,odesa,2
ua,oleksandrivka,1
ua,osypenko,1
ua,pavlohrad,1
ua,pidhorodna,1
ua,polyanka,1
ua,pryshyb,1
ua,romny,1
ua,rozhyshche,1
ua,semenivka,1
ua,shepetivka,1
ua,skvyra,1
ua,sloboda,1
ua,solone,1
ua,staryy saltiv,1
ua,talalayivka,1
ua,tomakivka,1
ua,valky,1
ua,vradiyivka,1
ug,arua,1
ug,hoima,1
ug,kabale,1
ug,kisoro,1
ug,lira,1
ug,mbale,1
ug,moroto,1
ug,soroti,1
us,aberdeen,1
us,abilene,4
us,adelanto,4
us,adrian,1
us,alamogordo,2
us,alamosa,6
us,albany,1
us,albertville,1
us,allen,2
us,alpena,1
us,altamont,2
us,altus,3
us,andrews,14
us,apple valley,64
us,arcata,1
us,ardmore,1
us,arkansas city,2
us,artesia,3
us,asbury park,1
us,asheboro,2
us,asheville,5
us,athens,4
us,auburn,2
us,austin,1
us,aztec,1
us,bardstown,1
us,barstow,82
us,batavia,2
us,batesville,3
us,beatrice,3
us,beeville,3
us,belen,3
us,belfast,1
us,belgrade,1
us,belle fourche,1
us,belle glade,1
us,bellmead,2
us,belton,1
us,bemidji,1
us,bernalillo,2
us,bethel,1
us,big rapids,1
us,big spring,2
us,black forest,1
us,bloomingdale,1
us,bloomington,1
us,blythe,6
us,bon air,1
us,borger,2
us,boulder city,11
us,brandon,2
us,brenham,5
us,brigham city,1
us,bristol,2
us,brookings,1
us,brownfield,29
us,brownwood,7
us,buckeye,2
us,bucksport,1
us,bullhead city,4
us,burkburnett,1
us,burley,1
us,butler,1
